Title,Employer,Employment Type,Link,Email,Contact Text,Description
Scale A teacher,Kimihia School,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 11/12/2026(Job share)",https://gazette.education.govt.nz/vacancies/1HAqFB-scale-a-teacher-part-time-fixed-term/,office@kimihia.school.nz,N/A,N/A
Religious education teacher,St John's College (Hillcrest),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqFZ-religious-education-teacher/,secretary@stjohns-hamilton.school.nz,N/A,N/A
Kaiako/teachers (2 teachers),Faith City School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqFA-kaiakoteachers/,admin@faithcity.school.nz,N/A,N/A
Full-time or 0.8 FTTE teacher,Omihi School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqFP-permanent-full-time-or-0-8-ftte-teacher/,principal@omihi.school.nz,N/A,N/A
Y4-5 Scale A teacher. Tagged,St Joseph's Catholic School (Whakatane),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqFN-tagged-permanent-year-45-scale-a-teacher/,principal@stjosephswhakatane.school.nz,N/A,N/A
RTV classroom teachers (several positions),Blind and Low Vision Education Network NZ,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEH-multiple-rtv-classroom-teacher-roles/,Karen.callaghan@blennz.school.nz,N/A,N/A
Teacher of Pasifika Studies,Riccarton High School,"Part time, Permanent, FTTE up to: 0.5",https://gazette.education.govt.nz/vacancies/1HAqFL-teacher-of-pasifika-studies/,mel@riccarton.school.nz,N/A,N/A
Y5-6 teacher,Halsey Drive School,"Full time, Fixed term, Start Date: 30/01/2026, End Date: 15/12/2026(Covering a staff member on leave)",https://gazette.education.govt.nz/vacancies/1HAqFK-year-56-teacher/,jsomerville@halseydrive.school.nz,N/A,N/A
Kaiako,Swannanoa Preschool,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 14/01/2026, End Date: 18/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqF2-kaiako/,swannanoapreschool@xtra.co.nz,N/A,N/A
Kaiako Kura Tuatahi,Te Kura Māori o Ngā Tapuwae,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqFF-kaiako-kura-tuatahi/,lpompey@ngatapuwae.school.nz,N/A,N/A
Mathematics teacher,Iona College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqF1-mathematics-teacher/,hrc@iona.school.nz,N/A,N/A
PE & health teacher,Wainuiomata High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqF0-pe-and-health-teacher/,hayleyl@wainuiomatahigh.school.nz,N/A,N/A
English teacher,Te Awamutu College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEy-english-teacher/,info@tac.school.nz,N/A,N/A
Kaiako kura tuatahi,TKKM o Wairarapa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEw-kaiako-kura-tuatahi/,primene@kkmow.school.nz,N/A,N/A
Scale A teacher – Y7 classroom,Pukekohe Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEv-scale-a-teacher-year-7-classroom/,k_grant@pukekoheint.school.nz,N/A,N/A
Teacher of tourism,Riccarton High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqFE-teacher-of-tourism/,mel@riccarton.school.nz,N/A,N/A
Y7–8 homeroom teacher,Opihi College,"Full time, Fixed term, Start Date: 19/01/2026, End Date: 11/12/2026(Roll changes)",https://gazette.education.govt.nz/vacancies/1HAqEx-year-7-and-8-homeroom-teacher-2/,coskeriec@opihicollege.school.nz,N/A,N/A
Kaiako wharekura (2 positions),TKKM o Wairarapa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEu-kaiako-wharekura-x2/,primene@kkmow.school.nz,N/A,N/A
Teacher of social studies,Kerikeri High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqF3-teacher-of-social-studies/,pcampbell@kerikerihigh.ac.nz,N/A,N/A
Scale A teachers Y5–8 (2 positions),Te Whai Hiringa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEt-2-scale-a-teaching-positions-year-5-8/,tumuaki@tewhaihiringa.school.nz,N/A,N/A
Kaiako Y5 and 6,Miramar Central School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEs-kaiako-year-5-and-6/,principal@miramarcentral.school.nz,N/A,N/A
Scale A teacher,Clutha Valley School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Special project to support curriculum implementation)",https://gazette.education.govt.nz/vacancies/1HAqF4-scale-a-teacher/,principal@clouthavalley.school.nz,N/A,N/A
Teacher of physical education and health,Avondale College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEr-teacher-of-physical-education-and-health/,recruitment@avcol.school.nz,N/A,N/A
Early intervention teacher,Ministry of Education,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqF5-early-intervention-teacher/,Recruitment.TeTaiRaro@education.govt.nz,N/A,N/A
Kaiako,Te Kura Waenga O Rutherford | Rutherford Intermediate School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEo-kaiako-term-1-2026/,office@rutherford.ac.nz,N/A,N/A
Classroom teacher,Blind and Low Vision Education Network NZ,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEn-perm-full-time-classroom-teacher/,Karen.callaghan@blennz.school.nz,N/A,N/A
Learning support coordinator (LSC),Woodleigh School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqFC-woodleigh-school-learning-support-coordinator-lsc/,principal@woodleigh.school.nz,N/A,N/A
Classroom teacher,Moawhango School,"Full time, Long-term relieving (LTR), Start Date: 28/01/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqEj-classroom-teacher/,principal@moawhango.school.nz,N/A,N/A
Learning support coordinator,St Francis De Sales School (Is Bay),"Part time, Permanent, FTTE up to: 0.5",https://gazette.education.govt.nz/vacancies/1HAqEg-learning-support-coordinator-permanent-part-time-42-ftte/,principal@sfds.school.nz,N/A,N/A
Scale A teacher for 2026,Ruapotaka School,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 15/12/2026(Predicted roll growth for 2026)",https://gazette.education.govt.nz/vacancies/1HAqEf-scale-a-teacher-for-2026/,principal@ruapotaka.school.nz,N/A,N/A
Food & nutrition technology teacher,Tokoroa Intermediate,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAqEe-food-and-nutrition-technology-teacher/,principal@tokoroa.school.nz,N/A,N/A
Teacher Y7–8,Tokoroa Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEd-teacher-year-78/,principal@tokoroa.school.nz,N/A,N/A
Primary teachers Y1–6,Tyndale Park Christian School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEc-primary-teachers-years-1-6/,principal@tyndalepark.school.nz,N/A,N/A
Teacher,Whenuakite School,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 02/02/2026, End Date: 18/12/2026(Roll growth and BOT funded)",https://gazette.education.govt.nz/vacancies/1HAqEb-whenuakite-school-fixed-term-8-role/,principal@whenuakite.school.nz,N/A,N/A
Team leader Y5–6. Special Character position,Our Lady of the Assumption School (Chch),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEa-team-leader-y5-and-6-special-character/,principal@ola.school.nz,N/A,N/A
Scale A teacher,Hinuera School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Special project)",https://gazette.education.govt.nz/vacancies/1HAqE_-scale-a-teacher/,principal@hinuera.school.nz,N/A,N/A
Hospitality teacher,Motueka High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEY-hospitality-teacher/,nicki.saundersloder@motuekahigh.school.nz,N/A,N/A
Learning support coordinator,Waipukurau School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEX-learning-support-coordinator/,office@waipukurau.school.nz,N/A,N/A
Teacher of physical education & health – start 2026,Waiuku College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEU-teacher-of-physical-education-and-health/,aa@waiuku-college.school.nz,N/A,N/A
Mathematics & technology teacher,Wellington College,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 26/01/2027(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAqET-mathematics-and-technology-teacher-fixed-term-full-time-position/,k.burn@wc.school.nz,N/A,N/A
Mathematics teacher,Wellington College,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 26/01/2026, End Date: 26/01/2027(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAqER-mathematics-teacher-fixed-term-part-time-position/,k.burn@wc.school.nz,N/A,N/A
Māori Medium kaiako (Y0–3),Victory Primary School,"Full time, Fixed term, Start Date: 03/02/2026, End Date: 11/12/2026(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAqEN-maori-medium-kaiako-year-0-3/,principal@victory.school.nz,N/A,N/A
Teacher of English,Craighead Diocesan School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 26/01/2027(Study Award cover)",https://gazette.education.govt.nz/vacancies/1HAqEL-teacher-of-english/,owensgi@craighead.school.nz,N/A,N/A
Technology teacher,Wellington College,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 27/01/2026, End Date: 27/01/2027(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAqEM-technology-teacher-fixed-term-part-time-position/,k.burn@wc.school.nz,N/A,N/A
Scale A bilingual Māori kaiako,Papatoetoe South School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEJ-scale-a-bilingual-maori-kaiako/,vacancies@papatoetoe-south.school.nz,N/A,N/A
Learning support coordinator,New Windsor School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqED-learning-support-co-ordinator/,cforgesson@newwindsor.school.nz,N/A,N/A
Teacher of classical studies and junior social studies,Wesley College,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 09/10/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqEF-teacher-of-classical-studies-and-junior-social-studies/,cwood@wesley.school.nz,N/A,N/A
History teacher,Iona College,"Part time, Permanent, FTTE up to: 0.4",https://gazette.education.govt.nz/vacancies/1HAqEQ-history-teacher/,hrc@iona.school.nz,N/A,N/A
Teacher of art (state art specialisation),Burnside High School,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 10/12/2026(Cover for staff undertaking project work)",https://gazette.education.govt.nz/vacancies/1HAqES-teacher-of-art-state-art-specialisation/,vacancies@burnside.school.nz,N/A,N/A
Senior English teacher,Karamū High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqEB-senior-english-teacher/,vacancy@karamu.school.nz,N/A,N/A
Classroom teachers,Takanini School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqE8-classroom-teachers/,recruitment@takanini.school.nz,N/A,N/A
Junior / middle classroom teacher. Non-tagged,St Anthony's Catholic School (Huntly),"Full time, Fixed term, Start Date: 27/01/2026, End Date: 26/01/2027(Due to changes to cover Principal study leave)",https://gazette.education.govt.nz/vacancies/1HAqE7-junior-middle-classroom-teacher-non-tagged/,peta-maree@stanthonys.school.nz,N/A,N/A
Food and nutrition teacher,Blockhouse Bay Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqE4-food-and-nutrition-teacher/,joanneh@bhbint.school.nz,N/A,N/A
Teacher of mathematics and statistics,Epsom Girls Grammar School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Increase in student numbers)",https://gazette.education.govt.nz/vacancies/1HAqE3-teacher-of-mathematics-and-statistics/,employment@eggs.school.nz,N/A,N/A
Classroom teacher,Waikawa Bay School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 17/12/2026(Special project )",https://gazette.education.govt.nz/vacancies/1HAqE2-full-time-fixed-term-class-teacher/,principal@waikawabay.school.nz,N/A,N/A
Scale A teacher,Pukehamoamoa School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqE1-scale-a-teacher-permanent/,principal@puke.school.nz,N/A,N/A
Special educational needs coordinator SENCo,Takanini School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDz-special-educational-needs-coordinator-senco-full-time-permanent-3-mus/,recruitment@takanini.school.nz,N/A,N/A
Y7–8 Scale A teacher,Fernside School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDy-year-78-scale-a-teacher/,principal@fernside.school.nz,N/A,N/A
Y5 and 6 team leader,Takanini School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDx-year-5-and-6-team-leader-2mu/,recruitment@takanini.school.nz,N/A,N/A
Kaiako wharekura - Tau 8,TKKM o Taumarere,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDw-kaiako-wharekura-tau-8/,admin@taumarere.school.nz,N/A,N/A
Teacher of Spanish - up to 0.3FTTE,Garin College,"Part time, Fixed term, FTTE up to: 0.3, Start Date: 28/01/2026, End Date: 27/01/2027(Covering staff appointed to internal leadership responsibilities in 2026.)",https://gazette.education.govt.nz/vacancies/1HAqDv-teacher-of-spanish-fixed-term-part-time-up-to-0-3ftte/,hr@garincollege.nz,N/A,N/A
Teacher of Religious Education - up to 0.5FTTE,Garin College,"Part time, Permanent, FTTE up to: 0.5",https://gazette.education.govt.nz/vacancies/1HAqDt-teacher-of-religious-education-permanent-part-time-up-to-0-5ftte/,hr@garincollege.nz,N/A,N/A
Special education teacher,Waitaha School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 18/12/2026(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAqDs-special-education-teacher/,bernie@waitaha.school.nz,N/A,N/A
Scale A Teacher (Y4),Milford School (Auckland),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Staff member taking refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAqDq-scale-a-teacher-year-4/,HR@milford.school.nz,N/A,N/A
Teacher of commerce - up to 0.5 FTTE,Garin College,"Part time, Permanent, FTTE up to: 0.5",https://gazette.education.govt.nz/vacancies/1HAqDp-teacher-of-commerce-permanent-part-time-up-to-0-5-ftte/,hr@cloud.garincollege.ac.nz,N/A,N/A
Y7–8 learning support co-ordinator,Orewa College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDo-year-7-and-8-learning-support-co-ordinator/,hrmanager@orewacollege.nz,N/A,N/A
Te Reo Māori Kaiako,Aorere College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDn-aorere-college-te-reo-maori-kaiako/,srharvey@aorere.ac.nz,N/A,N/A
Teacher,Redwoodtown Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDm-teacher-fulltime-permanent-redwoodtown-kindergarten/,admin@mka.org.nz,N/A,N/A
"Special education teacher, Kaitaia-based",Blomfield Special School and Resource Ctre,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDj-special-education-teacher/,principal@blomfield.school.nz,N/A,N/A
Specialist teacher - performing arts,Southwell School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDC-specialist-teacher-performing-arts/,hr@southwell.school.nz,N/A,N/A
Kaiako,East Gore School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDf-permament-kaiako/,dana@eastgore.school.nz,N/A,N/A
Classroom teacher,Peria School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 03/07/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqDd-classroom-teacher/,principal@peria.school.nz,N/A,N/A
Science teacher,Nelson College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAqDb-science-teacher-fixed-term/,excellence@nelson.school.nz,N/A,N/A
"Mathematics teacher, from 2026",Catholic Cathedral College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDa-mathematics-teacher-from-2026/,recruitment@cathcollege.school.nz,N/A,N/A
ESOL and learning support coordinator,Clifton Terrace Model School,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 15/12/2026(ESOL and roll)",https://gazette.education.govt.nz/vacancies/1HAqD_-esol-and-learning-support-coordinator/,staff@ctms.school.nz,N/A,N/A
Scale A teacher - sports character class,Te Kamo Intermediate School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqDZ-scale-a-teacher-sports-character-class/,ssmall@kamoint.school.nz,N/A,N/A
