Title;Employer;Employment Type;Link;Email;Contact Text;Description;;
Learning support coordinator Trentham School 0.4 FT combined;Te Kura o Hau Karetu;Part time, Fixed term, FTTE up to: 0.4, Start Date: 26/01/2026, End Date: 15/12/2026(Current LSC applied for a flexible work arrangement);https://gazette.education.govt.nz/vacancies/1HAqig-learning-support-coordinator-trentham-school-0-4-ft-combined/;principal@tehaukaretu.school.nz;N/A;N/A;;
ORS specialist teacher 0.6 (could be combined with 0.4 LSC);Trentham School;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(ORS funded);https://gazette.education.govt.nz/vacancies/1HAqif-ors-specialist-teacher-0-6-could-be-combined-with-0-4-lsc/;vacancy@trentham.school.nz;N/A;N/A;;
Health & physical education teacher;Fraser High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqid-health-and-physical-education-teacher/;careers@fraser.school.nz;N/A;N/A;;
English teacher;Pakuranga College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi_-english-teacher/;employment@pakuranga.school.nz;N/A;N/A;;
Junior school Kaiako (2 positions);Manurewa South School;Full time, Long-term relieving (LTR), Start Date: 28/01/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqiK-junior-school-kaiako-x-2/;tonek@mss.school.nz;N/A;N/A;;
Scale A classroom kaiako;Stanmore Bay School;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAqiJ-scale-a-classroom-kaiako/;vacancies@stanmore.school.nz;N/A;N/A;;
Teacher of commerce;Ormiston Senior College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiH-teacher-of-commerce-ormiston-senior-college/;acrabbe@ormiston.school.nz;N/A;N/A;;
Physical education & health teacher;Golden Bay High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiD-physical-education-and-health-teacher/;steph@gbh.school.nz;N/A;N/A;;
Teacher of drama;Ormiston Senior College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiG-teacher-of-drama-ormiston-senior-college/;acrabbe@ormiston.school.nz;N/A;N/A;;
Senior school kaiako;Manurewa South School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiF-senior-school-kaiako/;tonek@mss.school.nz;N/A;N/A;;
Itinerant teachers;Waihi College;Part time, Permanent, FTTE up to: 0.2;https://gazette.education.govt.nz/vacancies/1HAqiE-itinerant-teachers/;debbiec@waihicol.school.nz;N/A;N/A;;
Kaiako (2 positions);Patutahi School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiL-kaiako-x-2-permanent-school-house-available/;principal@patutahi.school.nz;N/A;N/A;;
Te Reo Maori Kaiako;St Leonards Road School;Full time, Fixed term, Start Date: 03/02/2026, End Date: 16/12/2026(Study leave);https://gazette.education.govt.nz/vacancies/1HAqiC-te-reo-maori-kaiako/;vacancies@stleonards.school.nz;N/A;N/A;;
Y4–6 Scale A classroom teacher;Te Kauwhata Primary School;Full time, Fixed term, Start Date: 27/01/2026, End Date: 26/01/2028(Discretionary leave);https://gazette.education.govt.nz/vacancies/1HAqiM-y4-y6-fixed-term-scale-a-classroom-teacher/;principal@tkp.school.nz;N/A;N/A;;
Learning support coordinator;Whitney Street School;Part time, Permanent, FTTE up to: 0.7;https://gazette.education.govt.nz/vacancies/1HAqiN-learning-support-coordinator-lsc/;vacancy@whitneystreet.school.nz;N/A;N/A;;
Y3-4 team leader;Takanini School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi9-year-3-4-team-leader/;recruitment@takanini.school.nz;N/A;N/A;;
Learning support coordinator;Excellere College;Part time, Fixed term, FTTE up to: 0.6, Start Date: 03/02/2026, End Date: 15/12/2026(Learning support co-ordinator);https://gazette.education.govt.nz/vacancies/1HAqi8-learning-support-coordinator/;office@excellerecollege.school.nz;N/A;N/A;;
Kaiako wharekura Tau 7-13;Te Kura o Waikare;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi7-kaiako-wharekura-tau-7-13-x-3-incumbent-position/;principal@tekuraowaikare.school.nz;N/A;N/A;;
Qualified teacher (6 positions);Saplings Early Learning Taupō;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiP-6-qualified-teachers-full-pay-parity-leadership-opportunities/;lumin@saplingsel.co.nz;N/A;N/A;;
Science and biology teacher Y10-13;Elim Christian College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqiV-science-and-biology-teacher-year-10-13/;raewyn.openshaw@elim.school.nz;N/A;N/A;;
Y1–2 position;Royal Road School;Full time, Fixed term, Start Date: 22/01/2026, End Date: 09/12/2026(Roll Growth);https://gazette.education.govt.nz/vacancies/1HAqiT-year-1-and-2-fixed-term-position/;office@royalroad.school.nz;N/A;N/A;;
Sports coordinator / specialist PE teacher;Berkley Normal Middle School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi5-sports-coordinatorspecialist-pe-teacher-berkley-normal-middle-school/;vacancies@berkley.school.nz;N/A;N/A;;
Learning support teacher;Otaua School;Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026(Special project - LST);https://gazette.education.govt.nz/vacancies/1HAqi4-learning-support-teacher/;annavoyce@otaua.school.nz;N/A;N/A;;
Hard materials technology and outdoor education teacher;Te Puke High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi3-hard-materials-technology-and-outdoor-education-teacher/;principalspa@tepuke.school.nz;N/A;N/A;;
Scale A teacher;Solway School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi2-scale-a-teacher/;principal@solway.school.nz;N/A;N/A;;
Y7-8 teacher;OneSchool Global - New Zealand;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqi1-year-7-8-teacher-auckland/;recruitment@nz.oneschoolglobal.com;N/A;N/A;;
Teacher Y7 and 8;Mt Maunganui Intermediate;Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(To release a teacher for a special project for 12 months);https://gazette.education.govt.nz/vacancies/1HAqi0-teacher-years-7-and-8/;admin@mtint.school.nz;N/A;N/A;;
Teacher (English Focus);Tamatea High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhz-teacher-english-focus/;principal@tamatea.school.nz;N/A;N/A;;
Scale A teacher;Rangikura School;Full time, Fixed term, Start Date: 26/01/2026, End Date: 27/01/2027(To release specialist );https://gazette.education.govt.nz/vacancies/1HAqhy-scale-a-teacher-fixed-term-position/;principal@rangikura.school.nz;N/A;N/A;;
Media studies / English teacher;Rototuna Senior High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhx-media-studies-english-teacher/;jobs@rhs.school.nz;N/A;N/A;;
Scale A teacher;Te Kamo School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhw-permanent-full-time-position-scale-a-teacher/;principal@kamoprimary.school.nz;N/A;N/A;;
Primary/middle school physical education / health and maths;Chilton Saint James School;Full time, Fixed term, Start Date: 22/01/2026, End Date: 04/12/2026(Increased demand of subject);https://gazette.education.govt.nz/vacancies/1HAqhv-primarymiddle-school-physical-education-health-and-maths/;execsupport@chilton.school.nz;N/A;N/A;;
School teacher; Y1-8 or Y7-13 (middle years);KingsWay School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhs-kingsway-school-teacher-years-1-8-or-7-13-middle-years/;hr@kingsway.school.nz;N/A;N/A;
School teacher Y1-8; primary;KingsWay School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhr-kingsway-school-teacher-years-1-8-primary/;hr@kingsway.school.nz;N/A;N/A;
Scale A teacher Y4–8;Pakotai School;Full time, Fixed term, Start Date: 04/02/2026, End Date: 18/12/2026(Roll growth – temporary appointment );https://gazette.education.govt.nz/vacancies/1HAqhq-scale-a-teacher-y48-pakotai-school/;principal@pakotai.school.nz;N/A;N/A;;
Teachers Y3–4;Pt England School;Full time, Fixed term, Start Date: 19/01/2026, End Date: 18/12/2026(Roll growth – temporary appointment );https://gazette.education.govt.nz/vacancies/1HAqhp-teachers-y34/;pa@ptengland.school.nz;N/A;N/A;;
Learning support coordinator 0.5-1.0;Te Rōhutu Whio;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhh-lsc-ft-or-pt/;haeremai@terohutuwhio.school.nz;N/A;N/A;;
Christian Kindergarten - qualified teacher;Chapel Hill Kindergarten;Part time, Permanent, FTTE up to: 0.9;https://gazette.education.govt.nz/vacancies/1HAqhe-christian-kindergarten-qualified-teacher/;manager@chapelhillkindergarten.co.nz;N/A;N/A;;
Kaiako Y1–6;Te Aho o Te Kura Pounamu;Full time, Fixed term, Start Date: 27/01/2026, End Date: 03/07/2026(Backfill for Kaimahi who is on project work.);https://gazette.education.govt.nz/vacancies/1HAqhd-kaiako-years-1-6/;Anil.Singh@tekura.school.nz;N/A;N/A;;
Music teacher;Papanui High School;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 15/12/2026(Cover for staff with extra responsibilities );https://gazette.education.govt.nz/vacancies/1HAqhc-music-postion-part-time/;wmj@papanui.school.nz;N/A;N/A;;
Health and physical education teacher;Central Hawkes Bay College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhb-health-and-physical-education-teacher-permanent-full-time/;job@chbc.school.nz;N/A;N/A;;
Teacher of Religious Education - Special Character. Tagged;St Bede's College;Part time, Fixed term, FTTE up to: 0.9, Start Date: 26/01/2026, End Date: 27/01/2027(To cover staff release);https://gazette.education.govt.nz/vacancies/1HAqha-teacher-of-religious-education-special-character-tagged-position/;lmchaffie@stbedes.school.nz;N/A;N/A;;
New entrant transition class;Pukekohe North School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Roll growth - new entrant class);https://gazette.education.govt.nz/vacancies/1HAqhZ-new-entrant-transition-class/;dp@pukekohenorth.school.nz;N/A;N/A;;
Kaiako Te Reo;Menzies College;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAqhY-kaiako-te-reo/;kath.luoni@menzies.school.nz;N/A;N/A;;
Nursery teacher - qualified or in-training;Annabel's Educare - Somerfield;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhX-fulltime-nursery-teacher-qualified-or-in-training/;sf@annabelseducare.co.nz;N/A;N/A;;
Learning support co-ordinator;Cockle Bay School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqh_-learning-support-co-ordinator/;office@cocklebay.school.nz;N/A;N/A;;
Toddlers teacher – Karori;Kindercare Learning Centre Karori;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhU-toddlers-teacher-karori/;jenny.hayes@kindercare.co.nz;N/A;N/A;;
Classroom release teachers (2 positions available);Pukekohe North School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(CRT);https://gazette.education.govt.nz/vacancies/1HAqhR-classroom-release-2-positions-available/;dp@pukekohenorth.school.nz;N/A;N/A;;
Y7–8 teacher. Tagged;Ponatahi Christian School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhT-y7-8-teacher-tagged/;principal@ponatahi.school.nz;N/A;N/A;;
Scale A teacher;Fairfield Intermediate;Full time, Fixed term, Start Date: 02/02/2026, End Date: 18/12/2026(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqhJ-scale-a-teacher/;vacancies@fairfieldintermediate.school.nz;N/A;N/A;;
Physical education/health teacher;Kāpiti College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhQ-physical-educationhealth-teacher/;jobs@kc.school.nz;N/A;N/A;;
Teacher of visual arts;Epsom Girls Grammar School;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(Interim staffing whilst the school recruits permanently);https://gazette.education.govt.nz/vacancies/1HAqhP-teacher-of-visual-arts/;employment@eggs.school.nz;N/A;N/A;;
Senior science teacher;Tikipunga High School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqhN-senior-science-teacher/;sec@tikihigh.school.nz;N/A;N/A;;
Senior school teacher;Waverley Primary School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhM-senior-school-teacher/;teach@waverleyprimary.co.nz;N/A;N/A;;
Resource teacher vision (RTV) – BLENNZ Palmerston North;Blind and Low Vision Education Network NZ;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Secondment);https://gazette.education.govt.nz/vacancies/1HAqhK-blennz-palmerston-north-resource-teacher-vision-rtv/;sharon.goldsmith@blennz.school.nz;N/A;N/A;;
Head of faculty - learning support;St Ignatius of Loyola Catholic College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqhH-head-of-faculty-learning-support/;recruitment@ignatius.school.nz;N/A;N/A;;
Scale A teacher Y7–8. Tagged;Elim Christian College Mt Albert;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqh8-scale-a-intermediate-teacher-tagged/;vacancies@elimmtalbert.school.nz;N/A;N/A;;
Scale A teacher Y7–8. Tagged;Elim Christian College Mt Albert;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqh9-scale-a-teacher-year-78-tagged/;vacancies@elimmtalbert.school.nz;N/A;N/A;;
Y5–8 kaiako / teacher;Okiwi School;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAqhB-y5-to-8-kaiakoteacher/;tumuaki@okiwischool.co.nz;N/A;N/A;;
Certified toddlers teacher;Kidiwise Preschool and Childcare;Full time, Fixed term, Start Date: 28/11/2025, End Date: 02/06/2026(Maternity leave );https://gazette.education.govt.nz/vacancies/1HAqhD-certified-toddlers-teacher-6-month-maternity-cover/;info@kidiwise.co.nz;N/A;N/A;;
Spanish and music teacher;Fairfield College;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Cover for  internal fixed term promotion of permanently appointed teachers);https://gazette.education.govt.nz/vacancies/1HAqhF-spanish-and-music-teacher/;snowdonl@faircol.school.nz;N/A;N/A;;
Music/performing arts teacher;Marina View School;Part time, Fixed term, FTTE up to: 0.4, Start Date: 04/02/2026, End Date: 15/12/2026(Special project);https://gazette.education.govt.nz/vacancies/1HAqh5-musicperforming-arts-teacher/;srooney@marinaview.school.nz;N/A;N/A;;
Primary teachers (2 positions);Whangara School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Study leave);https://gazette.education.govt.nz/vacancies/1HAqh4-full-time-primary-teacher-fixed-term/;amy@whangara.school.nz;N/A;N/A;;
Scale A teacher;Devon Intermediate;Full time, Fixed term, Start Date: 26/01/2026, End Date: 27/01/2027(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqh3-fixed-term-scale-a-teaching-position-maternity-leave/;office@devonint.school.nz;N/A;N/A;;
Junior school teacher;Thornton School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 18/12/2026(School roll fluctuations);https://gazette.education.govt.nz/vacancies/1HAqh2-full-time-fixed-term-junior-school-teacher/;appointments@thornton.school.nz;N/A;N/A;;
Te reo Māori teacher;James Cook High School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Transitional appointment);https://gazette.education.govt.nz/vacancies/1HAqh0-te-reo-maori-teacher-permanent/;a.alasadi@jchs.school.nz;N/A;N/A;;
Social studies teacher;Garin College;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(To cover until we can recruit for a permanent position);https://gazette.education.govt.nz/vacancies/1HAqhS-social-studies-teacher-fixed-term-part-time/;hr@garincollege.nz;N/A;N/A;;
Kaiako – Spanish;Te Aho o Te Kura Pounamu;Part time, Fixed term, FTTE up to: 0.8, Start Date: 29/01/2026, End Date: 11/12/2026(Backfill cover for kaimahi on project work);https://gazette.education.govt.nz/vacancies/1HAqgy-kaiako-spanish/;wendy.talbot-aspin@tekura.school.nz;N/A;N/A;;
Teacher of music – employment-based trainee teacher;Manawatū College;Full time, Fixed term, Start Date: 27/01/2026, End Date: 27/01/2028(Employment-based trainee teacher);https://gazette.education.govt.nz/vacancies/1HAqhG-employment-based-trainee-teacher-teacher-of-music/;dpetersen@manawatucollege.school.nz;N/A;N/A;;
Y7–8 teacher;Mercury Bay Area School;Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 27/01/2027(BT release cover);https://gazette.education.govt.nz/vacancies/1HAqgx-y7-8-teacher-fixed-term-part-time-2-ftte/;farrellyk@mbas.ac.nz;N/A;N/A;;
Scale A teacher;Sir Douglas Bader Intermediate School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 14/12/2026(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqgw-fixed-term-scale-a-teacher/;office@bader.school.nz;N/A;N/A;;
Y7–8 teacher;Mercury Bay Area School;Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 27/01/2027(BT release cover);https://gazette.education.govt.nz/vacancies/1HAqgs-y7-8-teacher-fixed-term-part-time-2-ftte/;farrellyk@mbas.ac.nz;N/A;N/A;;
Primary teacher;The Catlins Area School;Part time, Fixed term, FTTE up to: 0.8, Start Date: 28/01/2026, End Date: 09/12/2026(Cover for PCT and Ministry intervention project);https://gazette.education.govt.nz/vacancies/1HAqgv-primary-teacher/;taniab@catlins.school.nz;N/A;N/A;;
