Title,Employer,Employment Type,Link,Email,Contact Text,Description
Classroom teacher Y6–8,Rawene School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqog-classroom-teacher-yr6-8/,principal@rawene.school.nz,N/A,"Rawene School Northland Classroom teacher Y2–4 Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts MITA Full details Listed today 11:59 am 01 December 2025 Closes 3pm 10 December 2025 Reference #: 1HAqoi Full details"
Teacher of food technology,Horowhenua College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqof-teacher-of-food-technology/,office@horowhenua.school.nz,N/A,"Spotswood College Taranaki Special education teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:46 pm 01 December 2025 Closes 12 noon 15 December 2025 Reference #: 1HAqpc Full details"
Classroom teacher Y4–8,Sanson School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAqok-classroom-teacher-y48/,principal@sanson.school.nz,N/A,"St Patrick's Catholic School (Taupo) Waikato Scale A Teacher 0.8. Untagged Part time, Permanent, FTTE up to: 0.8 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 8:42 am 28 November 2025 Closes 4pm 11 December 2025 Reference #: 1HAqnB Full details"
"New entrants kaiako – starting term 2, 2026",Twizel Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqo_-new-entrants-kaiako-starting-term-2-2026-permanent-full-time/,principal@twizel.school.nz,N/A,"Cheviot Area School Canterbury Y4–6 teacher Full time, Permanent Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 1:46 pm 01 December 2025 Closes 2pm 10 December 2025 Reference #: 1HAqpR Full details"
Qualified certificated kaiako,Rutherford Street Kindergarten,"Part time, Permanent, FTTE up to: 0.9",https://gazette.education.govt.nz/vacancies/1HAqob-qualified-certificated-kaiako/,info@rutherfordstkinder.co.nz,N/A,"Campus Corner Early Learning Centre Inc Tasman/Nelson Infants and toddlers kaiako Part time, Permanent, FTTE up to: 0.7 Early learning / kōhanga reo, Kaiako Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed today 1:27 pm 01 December 2025 Closes 5pm 11 December 2025 Reference #: 1HAqpK Full details"
Y7–8 classroom teacher,Kaitaia Intermediate,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027(Special project)",https://gazette.education.govt.nz/vacancies/1HAqoa-y78-classroom-teacher-bonding-scheme-available/,principal@kaitaiaint.school.nz,N/A,"Awapuni School (Gisborne) Gisborne Classroom teacher Y5 and 6 Full time, Fixed term, Start Date: 27/01/2026, End Date: 18/12/2026 (Maternity leave) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 2:50 pm 01 December 2025 Closes 12pm 10 December 2025 Reference #: 1HAqpd Full details"
"Y8 homeroom kaiako, classroom teacher",Twizel Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoZ-year-8-homeroom-kaiako-classroom-teacher-permanent-full-time/,principal@twizel.school.nz,N/A,"Cheviot Area School Canterbury Y4–6 teacher Full time, Permanent Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 1:46 pm 01 December 2025 Closes 2pm 10 December 2025 Reference #: 1HAqpR Full details"
Y5 kaiako / classroom teacher,Twizel Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoY-year-5-kaiako-classroom-teacher-permanent-full-time/,principal@twizel.school.nz,N/A,"Cheviot Area School Canterbury Y4–6 teacher Full time, Permanent Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 1:46 pm 01 December 2025 Closes 2pm 10 December 2025 Reference #: 1HAqpR Full details"
Y7–8 kaiako/teacher,Te Waitai Sefton School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoX-year-7-and-8-kaiako-teacher/,principal@sefton.school.nz,N/A,"Ferndale Te Ahu Canterbury Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts SDA Suitable for beginning teachers Full details Listed 1:56 pm 25 November 2025 Closes 12:00 pm 05 December 2025 Reference #: 1HAqik Full details"
Y4–6 team leader,New Windsor School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoU-y4-6-team-leader/,mlaxa@newwindsor.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Classroom teacher,Coley Street School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoR-enthusiastic-classroom-teacher/,tmaclean@coleystreet.school.nz,N/A,"Orautoha School Manawatu/Whanganui Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:20 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqpG Full details"
Registered kaiako,Bizzy Bodz Early Learning Centre Gisborne,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoQ-registered-kaiako-full-time/,gisborne@bizzybodzeducare.co.nz,N/A,"The Fire Station Early Learning Centre Auckland Certificated teacher for over 3s Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed today 12:56 pm 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqp6 Full details"
Learning support coordinator,St Paul's Catholic School (Ngaruawahia),"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HAqoP-st-pauls-catholic-school-lsc-0-2/,shaun.e@stpaulsnga.school.nz,N/A,"St Patrick's Catholic School (Taupo) Waikato Scale A Teacher 0.8. Untagged Part time, Permanent, FTTE up to: 0.8 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 8:42 am 28 November 2025 Closes 4pm 11 December 2025 Reference #: 1HAqnB Full details"
Scale A teacher,Chertsey School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAqoM-scale-a-teacher/,principal@chertsey.school.nz,N/A,"Sanson School Manawatu/Whanganui Classroom teacher Y4–8 Part time, Permanent, FTTE up to: 0.8 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 11:30 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqok Full details"
Y6 teacher,Pigeon Mountain School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqoK-year-6-teacher/,vacancies@pmps.school.nz,N/A,"Flanshaw Road School Auckland New entrant Y1 Scale A teacher Full time, Fixed term, Start Date: 26/01/2026, End Date: 18/12/2026 (New entrant teacher) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 9:47 am 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqo9 Full details"
Y3–4 teacher,Pongakawa School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 16/12/2026(Roll growth)",https://gazette.education.govt.nz/vacancies/1HAqoF-year-3-and-4-fixed-term-full-time/,principal@pongakawa.school.nz,N/A,"Mt Maunganui Intermediate Bay of Plenty Teacher Y7 and 8 Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026 (To release a teacher for a special project for 12 months) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 10:56 am 25 November 2025 Closes 1pm 08 December 2025 Reference #: 1HAqi0 Full details"
Kaiako wharekura (2 positions),TKKM o Wairarapa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoE-kaiako-wharekura-x2/,primene@kkmow.school.nz,N/A,"Te Kura o Kokohuia Manawatu/Whanganui Pouako Reo Rangatira – te reo Māori | Wharekura Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026 (Sabbatical leave) Secondary (Years 7–15) / wharekura, Certificated teacher Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao MITA (Māori Immersion Teachers Allowance) + Units negotiable Suitable for beginning teachers Full details Listed today 1:12 pm 01 December 2025 Closes 3pm 13 December 2025 Reference #: 1HAqpD Full details"
Junior teacher Y2–3,Hastings Central School,"Full time, Long-term relieving (LTR), Start Date: 02/02/2026(Sick leave)",https://gazette.education.govt.nz/vacancies/1HAqoB-junior-teacher-year-2-3/,principal@hastingscentral.school.nz,N/A,"St Joseph's School (Hastings) Hawke's Bay Y7– 8 Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 12:45 pm 01 December 2025 Closes 2pm 12 December 2025 Reference #: 1HAqoe Full details"
Itinerant music teacher – vocals,Onehunga High School,"Part time, Fixed term, FTTE up to: 0.1, Start Date: 28/01/2026, End Date: 04/12/2026(This is an itinerant music role so the hours are subject to change)",https://gazette.education.govt.nz/vacancies/1HAqoA-itinerant-music-teacher-vocals/,ps@ohs.school.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of philosophy Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in senior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 8:52 am 27 November 2025 Closes 12pm 09 December 2025 Reference #: 1HAqkt Full details"
Scale A teachers (2 positions),Nuhaka School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqoJ-scale-a-teacher/,principal@nuhaka.school.nz,N/A,"Patutahi School Gisborne Kaiako (2 positions) Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao MITA, Suitable for beginning teachers Full details Listed 12:12 pm 25 November 2025 Closes 3pm 07 December 2025 Reference #: 1HAqiL Full details"
